"ori","des","N","dY","dX","oY","oX","Geom","no_flow"
"FR","SU",5,15.978381,29.940731,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 29.940731 15.978381)",FALSE
"FR","SY",8,35.005108,38.503815,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 38.503815 35.005108)",FALSE
"FR","SZ",1,46.797034,8.228015,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 8.228015 46.797034)",FALSE
"FR","TS",21,34.071384,9.578169,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 9.578169 34.071384)",FALSE
"FR","TU",15,39.026955,35.170149,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 35.170149 39.026955)",FALSE
"FR","TX",5,39.148054,59.226101,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 59.226101 39.148054)",FALSE
"FR","TZ",8,-6.249894,34.793068,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 34.793068 -6.249894)",FALSE
"FR","UP",2,48.944431,31.452646,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 31.452646 48.944431)",FALSE
"FR","US",18,42.612364,-103.195474,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -103.195474 42.612364)",FALSE
"FR","UY",2,-32.775836,-56.014293,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -56.014293 -32.775836)",FALSE
"FR","VE",6,7.117922,-66.098265,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -66.098265 7.117922)",FALSE
"FR","VI",1,18.718889,-64.319584,46.461053,2.571299,"LINESTRING (2.571299 46.461053, -64.319584 18.718889)",FALSE
"FR","YM",1,15.892821,47.557714,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 47.557714 15.892821)",FALSE
"FR","ZA",3,-13.436427,27.805477,46.461053,2.571299,"LINESTRING (2.571299 46.461053, 27.805477 -13.436427)",FALSE
"GA","GR",4,38.995623,22.985108,13.451375,-15.373106,"LINESTRING (-15.373106 13.451375, 22.985108 38.995623)",FALSE
"GA","MX",1,23.759385,-102.026773,13.451375,-15.373106,"LINESTRING (-15.373106 13.451375, -102.026773 23.759385)",FALSE
"GM","AE",7,23.909579,54.318006,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 54.318006 23.909579)",FALSE
"GM","AF",11,33.766276,65.927368,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 65.927368 33.766276)",FALSE
"GM","AG",65,27.953982,2.679627,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 2.679627 27.953982)",FALSE
"GM","AJ",14,40.27771,47.52727,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 47.52727 40.27771)",FALSE
"GM","AM",11,40.288782,44.943635,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 44.943635 40.288782)",FALSE
"GM","AO",2,-12.251988,17.526887,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 17.526887 -12.251988)",FALSE
"GM","AR",109,-34.506982,-64.345898,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -64.345898 -34.506982)",FALSE
"GM","AS",47,-25.34506,133.758667,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 133.758667 -25.34506)",FALSE
"GM","AU",23,47.580106,14.128954,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 14.128954 47.580106)",FALSE
"GM","BC",1,-22.150094,23.810434,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 23.810434 -22.150094)",FALSE
"GM","BD",1,32.309396,-64.76721,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -64.76721 32.309396)",FALSE
"GM","BH",2,17.205495,-88.687581,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -88.687581 17.205495)",FALSE
"GM","BL",29,-16.659461,-64.609576,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -64.609576 -16.659461)",FALSE
"GM","BM",17,21.016193,96.3815,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 96.3815 21.016193)",FALSE
"GM","BO",1,53.509076,28.032654,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 28.032654 53.509076)",FALSE
"GM","BR",188,-10.444019,-52.852381,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -52.852381 -10.444019)",FALSE
"GM","BU",4,42.746371,25.217163,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 25.217163 42.746371)",FALSE
"GM","BY",1,-3.367341,29.88918,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 29.88918 -3.367341)",FALSE
"GM","CD",1,15.2798,18.630876,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 18.630876 15.2798)",FALSE
"GM","CE",8,7.619297,80.691867,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 80.691867 7.619297)",FALSE
"GM","CG",16,-2.859606,23.612032,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 23.612032 -2.859606)",FALSE
"GM","CH",77,35.77948,102.767804,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 102.767804 35.77948)",FALSE
"GM","CI",48,-34.916246,-71.255077,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -71.255077 -34.916246)",FALSE
"GM","CM",18,5.67974,12.729506,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 12.729506 5.67974)",FALSE
"GM","CO",21,3.88601,-73.008599,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -73.008599 3.88601)",FALSE
"GM","CS",74,9.969691,-84.190304,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -84.190304 9.969691)",FALSE
"GM","CT",1,6.567919,20.475082,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 20.475082 6.567919)",FALSE
"GM","CY",10,34.926484,33.002832,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 33.002832 34.926484)",FALSE
"GM","DA",1,55.942125,10.066809,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 10.066809 55.942125)",FALSE
"GM","EC",26,-1.426872,-78.761056,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -78.761056 -1.426872)",FALSE
"GM","EG",78,26.493149,29.766795,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 29.766795 26.493149)",FALSE
"GM","ER",9,15.374066,38.861085,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 38.861085 15.374066)",FALSE
"GM","ET",29,8.605763,39.606219,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 39.606219 8.605763)",FALSE
"GM","FG",3,3.929331,-53.22693,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -53.22693 3.929331)",FALSE
"GM","FJ",1,-17.793187,177.978386,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 177.978386 -17.793187)",FALSE
"GM","FR",16,46.461053,2.571299,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 2.571299 46.461053)",FALSE
"GM","GB",1,-0.622931,11.782996,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 11.782996 -0.622931)",FALSE
"GM","GH",1,7.958571,-1.210567,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -1.210567 7.958571)",FALSE
"GM","GM",117,51.020584,10.369722,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 10.369722 51.020584)",TRUE
"GM","GR",70,38.995623,22.985108,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 22.985108 38.995623)",FALSE
"GM","GT",1,15.69095,-90.346473,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -90.346473 15.69095)",FALSE
"GM","GY",2,4.78756,-58.959063,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -58.959063 4.78756)",FALSE
"GM","GZ",44,31.914602,35.208061,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 35.208061 31.914602)",FALSE
"GM","HA",2,18.935272,-72.682878,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -72.682878 18.935272)",FALSE
"GM","HK",1,22.381049,114.134822,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 114.134822 22.381049)",FALSE
"GM","HO",1,14.816021,-86.614607,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -86.614607 14.816021)",FALSE
"GM","HR",21,44.734106,15.415622,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 15.415622 44.734106)",FALSE
"GM","HU",23,47.157954,19.398955,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 19.398955 47.157954)",FALSE
"GM","ID",100,0.111431,113.317216,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 113.317216 0.111431)",FALSE
"GM","IN",54,22.6238,79.327954,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 79.327954 22.6238)",FALSE
"GM","IR",62,32.402698,54.357157,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 54.357157 32.402698)",FALSE
"GM","IS",53,31.422503,34.654567,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 34.654567 31.422503)",FALSE
"GM","IT",36,42.65398,12.169901,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 12.169901 42.65398)",FALSE
"GM","IZ",5,32.944364,43.755283,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 43.755283 32.944364)",FALSE
"GM","JA",9,43.447342,143.336291,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 143.336291 43.447342)",FALSE
"GM","JO",8,31.235984,36.773091,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 36.773091 31.235984)",FALSE
"GM","KE",17,0.551934,37.828368,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 37.828368 0.551934)",FALSE
"GM","KG",9,41.448422,74.523552,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 74.523552 41.448422)",FALSE
"GM","KS",1,36.337038,127.770641,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 127.770641 36.337038)",FALSE
"GM","KZ",19,47.939522,67.088765,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 67.088765 47.939522)",FALSE
"GM","LE",17,33.91726,35.888942,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 35.888942 33.91726)",FALSE
"GM","LT",1,-29.580459,28.247387,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 28.247387 -29.580459)",FALSE
"GM","LY",20,26.941988,18.057588,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 18.057588 26.941988)",FALSE
"GM","MA",22,-19.300316,46.679464,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 46.679464 -19.300316)",FALSE
"GM","MG",15,46.727762,103.034232,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 103.034232 46.727762)",FALSE
"GM","MI",2,-13.197681,34.283053,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 34.283053 -13.197681)",FALSE
"GM","MK",7,41.590701,21.690404,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 21.690404 41.590701)",FALSE
"GM","MO",46,31.796525,-6.33335,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -6.33335 31.796525)",FALSE
"GM","MX",24,23.759385,-102.026773,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -102.026773 23.759385)",FALSE
"GM","MY",22,3.993543,102.062237,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 102.062237 3.993543)",FALSE
"GM","MZ",20,-17.150674,35.55005,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 35.55005 -17.150674)",FALSE
"GM","NC",1,-21.303731,165.689834,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 165.689834 -21.303731)",FALSE
"GM","NI",6,9.574096,8.085675,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 8.085675 9.574096)",FALSE
"GM","NO",1,64.265625,12.281819,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 12.281819 64.265625)",FALSE
"GM","NP",10,28.249162,83.962653,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 83.962653 28.249162)",FALSE
"GM","NS",1,4.134665,-55.910485,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -55.910485 4.134665)",FALSE
"GM","NU",1,12.839262,-85.031362,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -85.031362 12.839262)",FALSE
"GM","PA",11,-23.204148,-58.4005,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -58.4005 -23.204148)",FALSE
"GM","PE",32,-9.105875,-74.248066,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -74.248066 -9.105875)",FALSE
"GM","PK",6,29.829453,69.165485,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 69.165485 29.829453)",FALSE
"GM","PL",3,52.079829,19.409935,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 19.409935 52.079829)",FALSE
"GM","PM",5,8.512146,-80.106346,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -80.106346 8.512146)",FALSE
"GM","PO",7,39.558043,-8.54242,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -8.54242 39.558043)",FALSE
"GM","PP",30,-6.468739,145.203186,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 145.203186 -6.468739)",FALSE
"GM","PR",1,18.221865,-66.468,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -66.468 18.221865)",FALSE
"GM","RO",5,45.81267,24.988431,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 24.988431 45.81267)",FALSE
"GM","RP",21,7.68736,125.239651,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 125.239651 7.68736)",FALSE
"GM","RS",28,60.036139,93.054322,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 93.054322 60.036139)",FALSE
"GM","SA",3,23.969462,44.595759,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 44.595759 23.969462)",FALSE
"GM","SF",212,-28.897525,25.150852,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 25.150852 -28.897525)",FALSE
"GM","SG",3,14.352458,-14.465336,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -14.465336 14.352458)",FALSE
"GM","SL",1,8.554836,-11.78959,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -11.78959 8.554836)",FALSE
"GM","SN",2,1.353457,103.81503,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 103.81503 1.353457)",FALSE
"GM","SO",4,5.157084,46.805111,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 46.805111 5.157084)",FALSE
"GM","SP",88,40.133542,-3.691117,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -3.691117 40.133542)",FALSE
"GM","SU",8,15.978381,29.940731,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 29.940731 15.978381)",FALSE
"GM","SY",4,35.005108,38.503815,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 38.503815 35.005108)",FALSE
"GM","SZ",8,46.797034,8.228015,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 8.228015 46.797034)",FALSE
"GM","TD",2,10.473643,-61.258999,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -61.258999 10.473643)",FALSE
"GM","TH",4,15.055519,100.901457,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 100.901457 15.055519)",FALSE
"GM","TI",22,38.516626,71.040777,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 71.040777 38.516626)",FALSE
"GM","TO",3,8.524512,0.977956,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 0.977956 8.524512)",FALSE
"GM","TS",29,34.071384,9.578169,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 9.578169 34.071384)",FALSE
"GM","TU",284,39.026955,35.170149,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 35.170149 39.026955)",FALSE
"GM","TW",27,23.74721,120.946531,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 120.946531 23.74721)",FALSE
"GM","TX",28,39.148054,59.226101,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 59.226101 39.148054)",FALSE
"GM","TZ",68,-6.249894,34.793068,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 34.793068 -6.249894)",FALSE
"GM","UC",4,12.19334,-68.971426,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -68.971426 12.19334)",FALSE
"GM","UG",6,1.280036,32.385681,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 32.385681 1.280036)",FALSE
"GM","UK",1,54.008479,-2.802154,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -2.802154 54.008479)",FALSE
"GM","UP",3,48.944431,31.452646,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 31.452646 48.944431)",FALSE
"GM","US",5,42.612364,-103.195474,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -103.195474 42.612364)",FALSE
"GM","UY",2,-32.775836,-56.014293,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -56.014293 -32.775836)",FALSE
"GM","UZ",16,41.689489,63.270029,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 63.270029 41.689489)",FALSE
"GM","VE",11,7.117922,-66.098265,51.020584,10.369722,"LINESTRING (10.369722 51.020584, -66.098265 7.117922)",FALSE
"GM","VM",5,15.923516,107.872884,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 107.872884 15.923516)",FALSE
"GM","WA",31,-22.049616,17.189693,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 17.189693 -22.049616)",FALSE
"GM","YM",4,15.892821,47.557714,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 47.557714 15.892821)",FALSE
"GM","ZI",28,-18.982095,29.860474,51.020584,10.369722,"LINESTRING (10.369722 51.020584, 29.860474 -18.982095)",FALSE
"HU","AG",2,27.953982,2.679627,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 2.679627 27.953982)",FALSE
"HU","BL",7,-16.659461,-64.609576,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -64.609576 -16.659461)",FALSE
"HU","BR",10,-10.444019,-52.852381,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -52.852381 -10.444019)",FALSE
"HU","CH",2,35.77948,102.767804,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 102.767804 35.77948)",FALSE
"HU","HO",1,14.816021,-86.614607,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -86.614607 14.816021)",FALSE
"HU","HR",2,44.734106,15.415622,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 15.415622 44.734106)",FALSE
"HU","HU",17,47.157954,19.398955,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 19.398955 47.157954)",TRUE
"HU","IR",1,32.402698,54.357157,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 54.357157 32.402698)",FALSE
"HU","MX",2,23.759385,-102.026773,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -102.026773 23.759385)",FALSE
"HU","MY",1,3.993543,102.062237,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 102.062237 3.993543)",FALSE
"HU","NS",2,4.134665,-55.910485,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -55.910485 4.134665)",FALSE
"HU","PE",4,-9.105875,-74.248066,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -74.248066 -9.105875)",FALSE
"HU","PM",3,8.512146,-80.106346,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -80.106346 8.512146)",FALSE
"HU","PP",2,-6.468739,145.203186,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 145.203186 -6.468739)",FALSE
"HU","SP",3,40.133542,-3.691117,47.157954,19.398955,"LINESTRING (19.398955 47.157954, -3.691117 40.133542)",FALSE
"HU","SY",1,35.005108,38.503815,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 38.503815 35.005108)",FALSE
"HU","TU",2,39.026955,35.170149,47.157954,19.398955,"LINESTRING (19.398955 47.157954, 35.170149 39.026955)",FALSE
"ID","AF",1,33.766276,65.927368,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 65.927368 33.766276)",FALSE
"ID","AG",1,27.953982,2.679627,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 2.679627 27.953982)",FALSE
"ID","AM",2,40.288782,44.943635,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 44.943635 40.288782)",FALSE
"ID","AS",1,-25.34506,133.758667,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 133.758667 -25.34506)",FALSE
"ID","BM",1,21.016193,96.3815,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 96.3815 21.016193)",FALSE
"ID","BU",1,42.746371,25.217163,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 25.217163 42.746371)",FALSE
"ID","CH",5,35.77948,102.767804,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 102.767804 35.77948)",FALSE
"ID","CY",1,34.926484,33.002832,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 33.002832 34.926484)",FALSE
"ID","EG",3,26.493149,29.766795,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 29.766795 26.493149)",FALSE
"ID","FR",1,46.461053,2.571299,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 2.571299 46.461053)",FALSE
"ID","GR",2,38.995623,22.985108,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 22.985108 38.995623)",FALSE
"ID","HR",1,44.734106,15.415622,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 15.415622 44.734106)",FALSE
"ID","ID",54,0.111431,113.317216,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 113.317216 0.111431)",TRUE
"ID","IN",5,22.6238,79.327954,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 79.327954 22.6238)",FALSE
"ID","IZ",1,32.944364,43.755283,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 43.755283 32.944364)",FALSE
"ID","KG",1,41.448422,74.523552,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 74.523552 41.448422)",FALSE
"ID","KN",2,40.108365,127.107414,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 127.107414 40.108365)",FALSE
"ID","MG",1,46.727762,103.034232,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 103.034232 46.727762)",FALSE
"ID","MY",3,3.993543,102.062237,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 102.062237 3.993543)",FALSE
"ID","NP",3,28.249162,83.962653,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 83.962653 28.249162)",FALSE
"ID","PK",1,29.829453,69.165485,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 69.165485 29.829453)",FALSE
"ID","PP",3,-6.468739,145.203186,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 145.203186 -6.468739)",FALSE
"ID","RP",1,7.68736,125.239651,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 125.239651 7.68736)",FALSE
"ID","SP",5,40.133542,-3.691117,0.111431,113.317216,"LINESTRING (113.317216 0.111431, -3.691117 40.133542)",FALSE
"ID","TH",1,15.055519,100.901457,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 100.901457 15.055519)",FALSE
"ID","TU",2,39.026955,35.170149,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 35.170149 39.026955)",FALSE
"ID","VM",3,15.923516,107.872884,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 107.872884 15.923516)",FALSE
"ID","YM",1,15.892821,47.557714,0.111431,113.317216,"LINESTRING (113.317216 0.111431, 47.557714 15.892821)",FALSE
"IN","IN",104,22.6238,79.327954,22.6238,79.327954,"LINESTRING (79.327954 22.6238, 79.327954 22.6238)",TRUE
"IN","PK",24,29.829453,69.165485,22.6238,79.327954,"LINESTRING (79.327954 22.6238, 69.165485 29.829453)",FALSE
"IN","TH",1,15.055519,100.901457,22.6238,79.327954,"LINESTRING (79.327954 22.6238, 100.901457 15.055519)",FALSE
"IR","IR",1,32.402698,54.357157,32.402698,54.357157,"LINESTRING (54.357157 32.402698, 54.357157 32.402698)",TRUE
"IS","IR",1,32.402698,54.357157,31.422503,34.654567,"LINESTRING (34.654567 31.422503, 54.357157 32.402698)",FALSE
"IS","IS",14,31.422503,34.654567,31.422503,34.654567,"LINESTRING (34.654567 31.422503, 34.654567 31.422503)",TRUE
"IS","MU",1,20.555258,56.046658,31.422503,34.654567,"LINESTRING (34.654567 31.422503, 56.046658 20.555258)",FALSE
"IS","MX",1,23.759385,-102.026773,31.422503,34.654567,"LINESTRING (34.654567 31.422503, -102.026773 23.759385)",FALSE
"IS","SY",1,35.005108,38.503815,31.422503,34.654567,"LINESTRING (34.654567 31.422503, 38.503815 35.005108)",FALSE
"IS","TU",1,39.026955,35.170149,31.422503,34.654567,"LINESTRING (34.654567 31.422503, 35.170149 39.026955)",FALSE
"IT","AG",20,27.953982,2.679627,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 2.679627 27.953982)",FALSE
"IT","AR",2,-34.506982,-64.345898,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -64.345898 -34.506982)",FALSE
"IT","AS",1,-25.34506,133.758667,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 133.758667 -25.34506)",FALSE
"IT","AU",1,47.580106,14.128954,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 14.128954 47.580106)",FALSE
"IT","BM",3,21.016193,96.3815,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 96.3815 21.016193)",FALSE
"IT","BR",91,-10.444019,-52.852381,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -52.852381 -10.444019)",FALSE
"IT","CH",1,35.77948,102.767804,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 102.767804 35.77948)",FALSE
"IT","CI",50,-34.916246,-71.255077,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -71.255077 -34.916246)",FALSE
"IT","CO",1,3.88601,-73.008599,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -73.008599 3.88601)",FALSE
"IT","EG",21,26.493149,29.766795,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 29.766795 26.493149)",FALSE
"IT","ER",8,15.374066,38.861085,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 38.861085 15.374066)",FALSE
"IT","ET",14,8.605763,39.606219,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 39.606219 8.605763)",FALSE
"IT","FG",12,3.929331,-53.22693,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -53.22693 3.929331)",FALSE
"IT","GB",2,-0.622931,11.782996,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 11.782996 -0.622931)",FALSE
"IT","GP",1,16.23035,-61.687084,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -61.687084 16.23035)",FALSE
"IT","GV",1,10.431043,-10.93039,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -10.93039 10.431043)",FALSE
"IT","HU",1,47.157954,19.398955,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 19.398955 47.157954)",FALSE
"IT","ID",5,0.111431,113.317216,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 113.317216 0.111431)",FALSE
"IT","IN",1,22.6238,79.327954,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 79.327954 22.6238)",FALSE
"IT","IT",42,42.65398,12.169901,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 12.169901 42.65398)",TRUE
"IT","LE",1,33.91726,35.888942,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 35.888942 33.91726)",FALSE
"IT","LO",2,48.705596,19.474313,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 19.474313 48.705596)",FALSE
"IT","LY",10,26.941988,18.057588,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 18.057588 26.941988)",FALSE
"IT","MX",1,23.759385,-102.026773,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -102.026773 23.759385)",FALSE
"IT","MY",1,3.993543,102.062237,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 102.062237 3.993543)",FALSE
